Corretora,Nº Nota,Data,Compra/Venda,Mercado,Ativo,Quantidade,Preço,Total,Taxa
Modal,51933,2016-11-18 0:00:00,C,Fracionario,B3SA,36,24.01,-864.36,0
Modal,51933,2016-11-18 0:00:00,C,Fracionario,B3SA,24,24.01,-576.24,0
Modal,51933,2016-11-18 0:00:00,C,Vista,ITSA4,400,8.79,-3516,0
Modal,52677,2016-11-22 0:00:00,C,Vista,BBAS3,100,28.83,-2883,0
Modal,52677,2016-11-22 0:00:00,C,Vista,HGTX3,100,17.52,-1752,0
Modal,52677,2016-11-22 0:00:00,C,Vista,PTBL3,100,2.37,-237,0
Modal,53027,2016-11-23 0:00:00,C,Fracionario,B3SA,40,23.17,-926.8,0
Modal,54560,2016-11-30 0:00:00,C,Vista,BVMF3,100,16.75,-1675,0
Modal,54560,2016-11-30 0:00:00,C,Vista,BVMF3,200,16.75,-3350,0
Modal,54560,2016-11-30 0:00:00,C,Vista,BVMF3,200,16.75,-3350,0
Modal,54560,2016-11-30 0:00:00,V,Vista,BBSE3,-100,28.27,2827,0
Modal,54560,2016-11-30 0:00:00,V,Vista,BBSE3,-200,28.27,5654,0
Rico,794467,2016-12-05 0:00:00,C,Vista,ITSA4,100,8.15,-815,4.9
Rico,794467,2016-12-05 0:00:00,C,Vista,ITSA4,100,8.15,-815,4.9
Rico,825450,2016-12-16 0:00:00,V,Fracionario,VIVT4,-34,43.36,1474.24,17.9
Rico,825450,2016-12-16 0:00:00,C,Vista,CCRO3,100,14.69,-1469,17.9
Rico,842416,2016-12-26 0:00:00,C,Fracionario,VIVT4,34,42.99,-1461.66,7.1
Rico,842416,2016-12-26 0:00:00,V,Vista,CCRO3,-100,15.35,1535,7.1
Modal,60398,2016-12-29 0:00:00,C,Vista,BBSE3,300,28.36,-8508,0
Modal,60398,2016-12-29 0:00:00,V,Vista,BVMF3,-200,16.5,3300,0
Modal,60398,2016-12-29 0:00:00,V,Vista,BVMF3,-200,16.5,3300,0
Modal,60398,2016-12-29 0:00:00,V,Vista,BVMF3,-100,16.5,1650,0
Rico,7118,2017-01-03 0:00:00,C,Opções,VALEO7,600,0.73,-438,8
Rico,7118,2017-01-03 0:00:00,V,Opções,VALEO7,-600,0.72,432,8
Rico,22111,2017-01-09 0:00:00,C,Vista,CMIG4,1000,7.62,-7620,7.35
Rico,22111,2017-01-09 0:00:00,V,Vista,CMIG4,-1000,7.58,7580,7.35
Rico,22111,2017-01-09 0:00:00,C,Vista,JBSS3,100,11.51,-1151,7.35
Rico,22111,2017-01-09 0:00:00,C,Vista,JBSS3,900,11.51,-10359,7.35
Rico,22111,2017-01-09 0:00:00,V,Vista,JBSS3,-1000,11.53,11530,7.35
Rico,22111,2017-01-09 0:00:00,C,Vista,MRFG3,100,6.07,-607,7.35
Rico,22111,2017-01-09 0:00:00,C,Vista,MRFG3,900,6.07,-5463,7.35
Rico,22111,2017-01-09 0:00:00,V,Vista,MRFG3,-1000,6.09,6090,7.35
Rico,29969,2017-01-11 0:00:00,C,Vista,ELET6,200,24.71,-4942,3.92
Rico,29969,2017-01-11 0:00:00,C,Vista,ELET6,100,24.71,-2471,3.92
Rico,29969,2017-01-11 0:00:00,C,Vista,ELET6,100,24.71,-2471,3.92
Rico,29969,2017-01-11 0:00:00,C,Vista,ELET6,100,24.71,-2471,3.92
Rico,29969,2017-01-11 0:00:00,V,Vista,ELET6,-500,24.69,12345,3.92
Rico,35358,2017-01-12 0:00:00,C,Vista,PETR4,600,16.17,-9702,9.8
Rico,35358,2017-01-12 0:00:00,C,Vista,PETR4,600,16.14,-9684,9.8
Rico,35358,2017-01-12 0:00:00,V,Vista,PETR4,-600,16.14,9684,9.8
Rico,35358,2017-01-12 0:00:00,V,Vista,PETR4,-600,15.96,9576,9.8
Rico,39840,2017-01-13 0:00:00,V,Vista,POMO4,-100,2.87,287,3.26666666666667
Rico,39840,2017-01-13 0:00:00,V,Vista,POMO4,-100,2.87,287,3.26666666666667
Rico,39840,2017-01-13 0:00:00,V,Vista,POMO4,-900,2.87,2583,3.26666666666667
Rico,39840,2017-01-13 0:00:00,V,Vista,POMO4,-700,2.87,2009,3.26666666666667
Rico,39840,2017-01-13 0:00:00,C,Vista,SUZB5,300,13.18,-3954,3.26666666666667
Rico,39840,2017-01-13 0:00:00,C,Vista,SUZB5,100,13.18,-1318,3.26666666666667
Rico,50483,2017-01-17 0:00:00,C,Vista,CYRE3,400,12.76,-5104,6.53333333333333
Rico,50483,2017-01-17 0:00:00,V,Vista,CYRE3,-100,12.46,1246,6.53333333333333
Rico,50483,2017-01-17 0:00:00,V,Vista,CYRE3,-100,12.46,1246,6.53333333333333
Rico,50483,2017-01-17 0:00:00,V,Vista,CYRE3,-100,12.46,1246,6.53333333333333
Rico,50483,2017-01-17 0:00:00,V,Vista,CYRE3,-100,12.46,1246,6.53333333333333
Rico,50483,2017-01-17 0:00:00,V,Vista,BOVA11,-100,61.67,6167,6.53333333333333
Rico,50483,2017-01-17 0:00:00,C,Vista,MRVE3,400,11.58,-4632,6.53333333333333
Rico,50483,2017-01-17 0:00:00,V,Vista,MRVE3,-400,11.87,4748,6.53333333333333
Rico,50483,2017-01-17 0:00:00,C,Vista,RAIL3,900,6.77,-6093,6.53333333333333
Rico,55508,2017-01-18 0:00:00,C,Fracionario,CCRO3,1,15.63,-15.63,4.8
Rico,55508,2017-01-18 0:00:00,C,Fracionario,CCRO3,31,15.63,-484.53,4.8
Rico,55508,2017-01-18 0:00:00,C,Vista,CCRO3,300,15.62,-4686,4.8
Rico,55508,2017-01-18 0:00:00,V,Vista,ECOR3,-500,8.76,4380,4.8
Rico,55508,2017-01-18 0:00:00,V,Vista,ECOR3,-100,8.76,876,4.8
Rico,60126,2017-01-19 0:00:00,C,Vista,CSNA3,100,11.64,-1164,3.56363636363636
Rico,60126,2017-01-19 0:00:00,C,Vista,CSNA3,1000,11.64,-11640,3.56363636363636
Rico,60126,2017-01-19 0:00:00,C,Vista,CSNA3,900,11.64,-10476,3.56363636363636
Rico,60126,2017-01-19 0:00:00,V,Vista,CSNA3,-400,11.66,4664,3.56363636363636
Rico,60126,2017-01-19 0:00:00,V,Vista,CSNA3,-100,11.66,1166,3.56363636363636
Rico,60126,2017-01-19 0:00:00,V,Vista,CSNA3,-600,11.66,6996,3.56363636363636
Rico,60126,2017-01-19 0:00:00,V,Vista,CSNA3,-800,11.66,9328,3.56363636363636
Rico,60126,2017-01-19 0:00:00,V,Vista,CSNA3,-100,11.66,1166,3.56363636363636
Rico,60126,2017-01-19 0:00:00,C,Vista,VALE5,1000,28.6,-28600,3.56363636363636
Rico,60126,2017-01-19 0:00:00,V,Vista,VALE5,-400,28.41,11364,3.56363636363636
Rico,60126,2017-01-19 0:00:00,V,Vista,VALE5,-600,28.41,17046,3.56363636363636
Rico,64719,2017-01-20 0:00:00,C,Vista,TIMS3,500,8.88,-4440,3.26666666666667
Rico,64719,2017-01-20 0:00:00,C,Vista,TIMS3,500,8.88,-4440,3.26666666666667
Rico,64719,2017-01-20 0:00:00,C,Vista,TIMS3,300,8.88,-2664,3.26666666666667
Rico,64719,2017-01-20 0:00:00,C,Vista,TIMS3,200,8.88,-1776,3.26666666666667
Rico,64719,2017-01-20 0:00:00,C,Vista,TIMS3,500,8.88,-4440,3.26666666666667
Rico,64719,2017-01-20 0:00:00,V,Vista,TIMS3,-2000,8.86,17720,3.26666666666667
Rico,114230,2017-01-20 0:00:00,C,Futuro,WING17,2,54.4,-54.4,2
Rico,114230,2017-01-20 0:00:00,C,Futuro,WING17,2,58.4,-58.4,2
Rico,114230,2017-01-20 0:00:00,C,Futuro,WING17,2,10.4,-10.4,2
Rico,114230,2017-01-20 0:00:00,C,Futuro,WING17,2,10.4,-10.4,2
Rico,114230,2017-01-20 0:00:00,V,Futuro,WING17,-4,92.8,92.8,4
Rico,114230,2017-01-20 0:00:00,V,Futuro,WING17,-2,20.4,20.4,2
Rico,114230,2017-01-20 0:00:00,V,Futuro,WING17,-2,36.4,36.4,2
Rico,80769,2017-01-26 0:00:00,V,Fracionario,CCRO3,-32,15.53,496.96,3.96363636363636
Rico,80769,2017-01-26 0:00:00,V,Vista,CCRO3,-100,15.54,1554,3.96363636363636
Rico,80769,2017-01-26 0:00:00,V,Vista,CCRO3,-100,15.54,1554,3.96363636363636
Rico,80769,2017-01-26 0:00:00,V,Vista,CCRO3,-100,15.54,1554,3.96363636363636
Rico,80769,2017-01-26 0:00:00,C,Vista,BRFS3,100,45.98,-4598,3.96363636363636
Rico,80769,2017-01-26 0:00:00,C,Vista,ECOR3,600,8.8,-5280,3.96363636363636
Rico,80769,2017-01-26 0:00:00,V,Vista,MRFG3,-300,6.53,1959,3.96363636363636
Rico,80769,2017-01-26 0:00:00,V,Vista,MRFG3,-200,6.53,1306,3.96363636363636
Rico,80769,2017-01-26 0:00:00,V,Vista,MRFG3,-100,6.53,653,3.96363636363636
Rico,80769,2017-01-26 0:00:00,V,Vista,MRFG3,-100,6.53,653,3.96363636363636
Rico,80769,2017-01-26 0:00:00,V,Vista,MRFG3,-100,6.53,653,3.96363636363636
Rico,85252,2017-01-27 0:00:00,C,Fracionario,BRFS3,12,45.81,-549.72,4.8
Rico,85252,2017-01-27 0:00:00,C,Vista,BOVA11,10,64.05,-640.5,4.8
Rico,85252,2017-01-27 0:00:00,C,Vista,BOVA11,90,64.05,-5764.5,4.8
Rico,85252,2017-01-27 0:00:00,V,Vista,RAIL3,-200,7.65,1530,4.8
Rico,85252,2017-01-27 0:00:00,V,Vista,RAIL3,-700,7.65,5355,4.8
Rico,99253,2017-02-01 0:00:00,C,Vista,BRKM5,100,32.56,-3256,9.8
Rico,99253,2017-02-01 0:00:00,C,Vista,CARD3,200,7.48,-1496,9.8
Rico,99253,2017-02-01 0:00:00,C,Vista,LAME4,100,16.84,-1684,9.8
Rico,104385,2017-02-02 0:00:00,V,Vista,GOAU4,-900,5.79,5211,6.53333333333333
Rico,104385,2017-02-02 0:00:00,C,Vista,GGBR4,400,12.7,-5080,6.53333333333333
Rico,104385,2017-02-02 0:00:00,C,Vista,HYPE3,100,28.1,-2810,6.53333333333333
Rico,104385,2017-02-02 0:00:00,C,Vista,HYPE3,100,28.1,-2810,6.53333333333333
Rico,104385,2017-02-02 0:00:00,V,Vista,NTCO3,-100,26.17,2617,6.53333333333333
Rico,104385,2017-02-02 0:00:00,V,Vista,NTCO3,-100,26.16,2616,6.53333333333333
Rico,114187,2017-02-06 0:00:00,V,Fracionario,BRFS3,-12,43.76,525.12,8
Rico,114187,2017-02-06 0:00:00,V,Vista,BRFS3,-100,43.81,4381,8
Rico,114187,2017-02-06 0:00:00,C,Vista,MRFG3,800,6.9,-5520,8
Modal,71873,2017-02-09 0:00:00,V,Vista,HGTX3,-100,15.07,1507,0
Rico,132443,2017-02-10 0:00:00,V,Vista,YDUQ3,-300,14.43,4329,9.8
Rico,132443,2017-02-10 0:00:00,C,Vista,KROT3,300,12.83,-3849,9.8
Modal,73337,2017-02-14 0:00:00,V,Vista,BBAS3,-100,31.03,3103,0
Modal,73337,2017-02-14 0:00:00,V,Vista,B3SA,-100,27.42,2742,0
Modal,73337,2017-02-14 0:00:00,V,Vista,ITSA4,-400,9.69,3876,0
Xp,8362405,2017-02-20 0:00:00,C,Vista,CVCB3,100,28.02,-2802,8.94
Xp,8362405,2017-02-20 0:00:00,C,Vista,ITSA4,100,10.31,-1031,8.94
Xp,8362405,2017-02-20 0:00:00,C,Vista,ITSA4,100,10.31,-1031,8.94
Xp,8362405,2017-02-20 0:00:00,C,Vista,ITSA4,200,10.31,-2062,8.94
Xp,8362405,2017-02-20 0:00:00,C,Vista,TAEE11,100,22.23,-2223,8.94
Xp,449639,2017-02-21 0:00:00,C,Futuro,WDOH17,1,48.25,-48.25,3
Xp,449639,2017-02-21 0:00:00,C,Futuro,WINJ17,3,269.4,-269.4,9
Xp,449639,2017-02-21 0:00:00,C,Futuro,WINJ17,1,67.8,-67.8,3
Xp,449639,2017-02-21 0:00:00,C,Futuro,WINJ17,2,135.6,-135.6,6
Xp,449639,2017-02-21 0:00:00,C,Futuro,WINJ17,3,212.4,-212.4,9
Xp,449639,2017-02-21 0:00:00,V,Futuro,WDOH17,-1,18.25,18.25,3
Xp,449639,2017-02-21 0:00:00,V,Futuro,WINJ17,-3,218.4,218.4,9
Xp,449639,2017-02-21 0:00:00,V,Futuro,WINJ17,-3,221.4,221.4,9
Xp,449639,2017-02-21 0:00:00,V,Futuro,WINJ17,-3,248.4,248.4,9
Xp,457566,2017-02-22 0:00:00,C,Futuro,WDOH17,1,10.61,-10.61,3
Xp,457566,2017-02-22 0:00:00,V,Futuro,WDOH17,-1,44.39,44.39,3
Xp,465723,2017-02-23 0:00:00,C,Futuro,WINJ17,3,476.4,-476.4,9
Xp,465723,2017-02-23 0:00:00,C,Futuro,WINJ17,3,554.4,-554.4,9
Xp,465723,2017-02-23 0:00:00,V,Futuro,WINJ17,-3,584.4,584.4,9
Xp,465723,2017-02-23 0:00:00,V,Futuro,WINJ17,-3,503.4,503.4,9
Xp,8422610,2017-03-02 0:00:00,V,Vista,TAEE11,-100,23.1,2310,14.9
Xp,8441299,2017-03-06 0:00:00,C,Vista,BBAS3,100,34.82,-3482,10.3
Xp,8441299,2017-03-06 0:00:00,C,Vista,TAEE11,100,22.75,-2275,10.3
Xp,8441299,2017-03-06 0:00:00,V,Vista,TAEE11,-100,23.18,2318,10.3
Xp,8451019,2017-03-07 0:00:00,C,Vista,GOLL4,100,9.36,-936,8
Xp,8451019,2017-03-07 0:00:00,V,Vista,GOLL4,-100,9.25,925,8
Xp,8471591,2017-03-09 0:00:00,C,Vista,PTBL3,400,2.59,-1036,14.9
Rico,228958,2017-03-10 0:00:00,V,Vista,CARD3,-100,11.91,1191,7
Rico,228958,2017-03-10 0:00:00,C,Vista,GOAU4,900,6.14,-5526,7
Rico,228958,2017-03-10 0:00:00,V,Vista,GGBR4,-400,12.21,4884,7
Rico,228958,2017-03-10 0:00:00,C,Vista,POMO4,400,2.58,-1032,7
Rico,228958,2017-03-10 0:00:00,C,Vista,POMO4,1400,2.58,-3612,7
Rico,228958,2017-03-10 0:00:00,V,Vista,SUZB5,-100,12.93,1293,7
Rico,228958,2017-03-10 0:00:00,V,Vista,SUZB5,-300,12.93,3879,7
Xp,8506812,2017-03-15 0:00:00,V,Vista,PTBL3,-100,3.01,301,14.9
Rico,256907,2017-03-20 0:00:00,C,Vista,RADL3,100,57.85,-5785,3.675
Rico,256907,2017-03-20 0:00:00,C,Vista,UGPA3,100,69.54,-6954,3.675
Rico,256907,2017-03-20 0:00:00,C,Vista,UGPA3,700,69.54,-48678,3.675
Rico,256907,2017-03-20 0:00:00,C,Vista,UGPA3,100,69.54,-6954,3.675
Rico,256907,2017-03-20 0:00:00,V,Vista,UGPA3,-600,69.58,41748,3.675
Rico,256907,2017-03-20 0:00:00,V,Vista,UGPA3,-100,69.59,6959,3.675
Rico,256907,2017-03-20 0:00:00,V,Vista,UGPA3,-200,69.58,13916,3.675
Rico,256907,2017-03-20 0:00:00,V,Vista,UGPA3,-100,69.58,6958,3.675
Xp,8535882,2017-03-20 0:00:00,C,Vista,CARD3,100,10.3,-1030,12.6
Xp,8535882,2017-03-20 0:00:00,V,Vista,PTBL3,-100,2.89,289,12.6
Xp,8535882,2017-03-20 0:00:00,V,Vista,PTBL3,-200,2.89,578,12.6
Modal,84354,2017-03-20 0:00:00,V,Vista,PTBL3,-100,2.87,287,0
Rico,261877,2017-03-21 0:00:00,C,Fracionario,RADL3,20,57.41,-1148.2,4.4
Rico,266331,2017-03-22 0:00:00,V,Vista,CARD3,-100,9.5,950,9.8
Xp,8555538,2017-03-22 0:00:00,V,Vista,CVCB3,-100,28.58,2858,12.6
Xp,8555538,2017-03-22 0:00:00,C,Vista,KROT3,100,12.93,-1293,12.6
Xp,8555538,2017-03-22 0:00:00,C,Vista,KROT3,100,12.95,-1295,12.6
Rico,270055,2017-03-23 0:00:00,C,Vista,PTBL3,600,2.73,-1638,9.8
Xp,641450,2017-03-30 0:00:00,C,Futuro,WINJ17,3,73.8,-73.8,9
Xp,641450,2017-03-30 0:00:00,V,Futuro,WINJ17,-3,43.8,43.8,9
Xp,8647837,2017-04-07 0:00:00,C,Vista,GGBR4,900,10.62,-9558,5
Xp,8647837,2017-04-07 0:00:00,C,Vista,GGBR4,100,10.62,-1062,5
Xp,8647837,2017-04-07 0:00:00,V,Vista,GGBR4,-200,10.72,2144,5
Xp,8647837,2017-04-07 0:00:00,V,Vista,GGBR4,-800,10.72,8576,5
Xp,8654461,2017-04-10 0:00:00,C,Vista,GGBR4,1000,10.34,-10340,6.66666666666667
Xp,8654461,2017-04-10 0:00:00,V,Vista,GGBR4,-900,10.22,9198,6.66666666666667
Xp,8654461,2017-04-10 0:00:00,V,Vista,GGBR4,-100,10.22,1022,6.66666666666667
Xp,693854,2017-04-10 0:00:00,C,Futuro,WINJ17,1,51.2,-51.2,3
Xp,693854,2017-04-10 0:00:00,C,Futuro,WINJ17,3,153.6,-153.6,9
Xp,693854,2017-04-10 0:00:00,C,Futuro,WINJ17,2,102.4,-102.4,6
Xp,693854,2017-04-10 0:00:00,C,Futuro,WINJ17,6,301.2,-301.2,18
Xp,693854,2017-04-10 0:00:00,V,Futuro,WINJ17,-5,386,386,15
Xp,693854,2017-04-10 0:00:00,V,Futuro,WINJ17,-1,77.2,77.2,3
Xp,693854,2017-04-10 0:00:00,V,Futuro,WINJ17,-6,415.2,415.2,18
Xp,747006,2017-04-20 0:00:00,C,Futuro,WDOK17,5,364.85,-364.85,15
Xp,747006,2017-04-20 0:00:00,V,Futuro,WDOK17,-5,139.85,139.85,15
Xp,8716191,2017-04-24 0:00:00,C,Vista,QUAL3,100,22.09,-2209,8.96666666666667
Xp,8716191,2017-04-24 0:00:00,C,Vista,QUAL3,400,22.09,-8836,8.96666666666667
Xp,8716191,2017-04-24 0:00:00,V,Vista,QUAL3,-100,21.91,2191,8.96666666666667
Xp,754182,2017-04-24 0:00:00,C,Futuro,WDOK17,1,55.42,-55.42,3
Xp,754182,2017-04-24 0:00:00,C,Futuro,WINM17,3,125.4,-125.4,9
Xp,754182,2017-04-24 0:00:00,V,Futuro,WDOK17,-1,55.42,55.42,3
Xp,754182,2017-04-24 0:00:00,V,Futuro,WINM17,-3,98.4,98.4,9
Xp,8723947,2017-04-25 0:00:00,V,Vista,QUAL3,-400,21.53,8612,18.9
Xp,761766,2017-04-25 0:00:00,C,Futuro,WDOK17,5,752.2,-752.2,15
Xp,761766,2017-04-25 0:00:00,C,Futuro,WDOK17,3,301.32,-301.32,9
Xp,761766,2017-04-25 0:00:00,C,Futuro,WDOK17,1,100.44,-100.44,3
Xp,761766,2017-04-25 0:00:00,C,Futuro,WDOK17,1,100.44,-100.44,3
Xp,761766,2017-04-25 0:00:00,C,Futuro,WDOK17,1,100.44,-100.44,3
Xp,761766,2017-04-25 0:00:00,C,Futuro,WDOK17,1,100.44,-100.44,3
Xp,761766,2017-04-25 0:00:00,C,Futuro,WDOK17,3,301.32,-301.32,9
Xp,761766,2017-04-25 0:00:00,C,Futuro,WDOK17,1,100.44,-100.44,3
Xp,761766,2017-04-25 0:00:00,C,Futuro,WDOK17,1,100.44,-100.44,3
Xp,761766,2017-04-25 0:00:00,C,Futuro,WDOK17,1,100.44,-100.44,3
Xp,761766,2017-04-25 0:00:00,C,Futuro,WDOK17,1,100.44,-100.44,3
Xp,761766,2017-04-25 0:00:00,C,Futuro,WDOK17,1,100.44,-100.44,3
Xp,761766,2017-04-25 0:00:00,C,Futuro,WDOK17,2,200.88,-200.88,6
Xp,761766,2017-04-25 0:00:00,C,Futuro,WDOK17,5,752.2,-752.2,15
Xp,761766,2017-04-25 0:00:00,C,Futuro,WDOK17,10,854.4,-854.4,30
Xp,761766,2017-04-25 0:00:00,C,Futuro,WDOK17,3,301.32,-301.32,9
Xp,761766,2017-04-25 0:00:00,C,Futuro,WINM17,30,3540,-3540,90
Xp,761766,2017-04-25 0:00:00,C,Futuro,WINM17,30,3930,-3930,90
Xp,761766,2017-04-25 0:00:00,C,Futuro,WINM17,1,80,-80,3
Xp,761766,2017-04-25 0:00:00,C,Futuro,WINM17,2,160,-160,6
Xp,761766,2017-04-25 0:00:00,V,Futuro,WDOK17,-10,1104.4,1104.4,30
Xp,761766,2017-04-25 0:00:00,V,Futuro,WDOK17,-10,1304.4,1304.4,30
Xp,761766,2017-04-25 0:00:00,V,Futuro,WDOK17,-10,504.4,504.4,30
Xp,761766,2017-04-25 0:00:00,V,Futuro,WDOK17,-10,1204.4,1204.4,30
Xp,761766,2017-04-25 0:00:00,V,Futuro,WINM17,-29,3132,3132,87
Xp,761766,2017-04-25 0:00:00,V,Futuro,WINM17,-30,3750,3750,90
Xp,761766,2017-04-25 0:00:00,V,Futuro,WINM17,-3,318,318,9
Xp,761766,2017-04-25 0:00:00,V,Futuro,WINM17,-1,108,108,3
Rico,348357,2017-04-26 0:00:00,V,Fracionario,RADL3,-20,65.07,1301.4,13.7666666666667
Rico,348357,2017-04-26 0:00:00,V,Vista,RADL3,-100,65.07,6507,13.7666666666667
Rico,348357,2017-04-26 0:00:00,V,Vista,HYPE3,-200,29.64,5928,13.7666666666667
Xp,769479,2017-04-26 0:00:00,C,Futuro,WDOK17,1,106,-106,3
Xp,769479,2017-04-26 0:00:00,C,Futuro,WDOK17,1,106,-106,3
Xp,769479,2017-04-26 0:00:00,C,Futuro,WDOK17,2,212,-212,6
Xp,769479,2017-04-26 0:00:00,C,Futuro,WDOK17,2,212,-212,6
Xp,769479,2017-04-26 0:00:00,C,Futuro,WDOK17,4,424,-424,12
Xp,769479,2017-04-26 0:00:00,C,Futuro,WDOK17,10,1560,-1560,30
Xp,769479,2017-04-26 0:00:00,C,Futuro,WINM17,30,1860,-1860,90
Xp,769479,2017-04-26 0:00:00,V,Futuro,WDOK17,-10,1310,1310,30
Xp,769479,2017-04-26 0:00:00,V,Futuro,WDOK17,-10,1760,1760,30
Xp,769479,2017-04-26 0:00:00,V,Futuro,WINM17,-30,2100,2100,90
Rico,351537,2017-04-27 0:00:00,V,Vista,KROT3,-300,14.68,4404,16.2
Xp,776958,2017-04-27 0:00:00,C,Futuro,WDOK17,10,464.9,-464.9,30
Xp,776958,2017-04-27 0:00:00,V,Futuro,WDOK17,-10,1114.9,1114.9,30
Rico,359651,2017-05-02 0:00:00,C,Vista,HYPE3,100,30.11,-3011,10.8
Rico,359651,2017-05-02 0:00:00,C,Vista,HYPE3,100,30.11,-3011,10.8
Rico,359651,2017-05-02 0:00:00,C,Vista,UGPA3,100,71.29,-7129,10.8
Xp,791791,2017-05-02 0:00:00,C,Futuro,WDOM17,1,121.79,-121.79,0.96
Xp,791791,2017-05-02 0:00:00,C,Futuro,WINM17,30,120,-120,28.8
Xp,791791,2017-05-02 0:00:00,C,Futuro,WINM17,11,319,-319,10.56
Xp,791791,2017-05-02 0:00:00,C,Futuro,WINM17,3,87,-87,2.88
Xp,791791,2017-05-02 0:00:00,C,Futuro,WINM17,6,174,-174,5.76
Xp,791791,2017-05-02 0:00:00,C,Futuro,WINM17,4,116,-116,3.84
Xp,791791,2017-05-02 0:00:00,C,Futuro,WINM17,2,58,-58,10
Xp,791791,2017-05-02 0:00:00,C,Futuro,WINM17,3,84,-84,15
Xp,791791,2017-05-02 0:00:00,C,Futuro,WINM17,1,28,-28,5
Xp,791791,2017-05-02 0:00:00,C,Futuro,WINM17,28,896,-896,26.88
Xp,791791,2017-05-02 0:00:00,C,Futuro,WINM17,2,62,-62,1.92
Xp,791791,2017-05-02 0:00:00,V,Futuro,WDOM17,-1,131.79,131.79,0.96
Xp,791791,2017-05-02 0:00:00,V,Futuro,WINM17,-5,280,280,4.8
Xp,791791,2017-05-02 0:00:00,V,Futuro,WINM17,-3,168,168,2.88
Xp,791791,2017-05-02 0:00:00,V,Futuro,WINM17,-7,392,392,6.72
Xp,791791,2017-05-02 0:00:00,V,Futuro,WINM17,-1,56,56,0.96
Xp,791791,2017-05-02 0:00:00,V,Futuro,WINM17,-7,392,392,6.72
Xp,791791,2017-05-02 0:00:00,V,Futuro,WINM17,-2,112,112,1.92
Xp,791791,2017-05-02 0:00:00,V,Futuro,WINM17,-5,280,280,4.8
Xp,791791,2017-05-02 0:00:00,V,Futuro,WINM17,-15,45,45,14.4
Xp,791791,2017-05-02 0:00:00,V,Futuro,WINM17,-10,30,30,9.6
Xp,791791,2017-05-02 0:00:00,V,Futuro,WINM17,-2,6,6,1.92
Xp,791791,2017-05-02 0:00:00,V,Futuro,WINM17,-3,9,9,2.88
Xp,791791,2017-05-02 0:00:00,V,Futuro,WINM17,-5,90,90,20
Xp,791791,2017-05-02 0:00:00,V,Futuro,WINM17,-3,54,54,12
Xp,791791,2017-05-02 0:00:00,V,Futuro,WINM17,-3,54,54,12
Xp,791791,2017-05-02 0:00:00,V,Futuro,WINM17,-7,126,126,28
Xp,791791,2017-05-02 0:00:00,V,Futuro,WINM17,-6,108,108,24
Xp,799578,2017-05-03 0:00:00,C,Futuro,WINM17,6,942,-942,0
Xp,799578,2017-05-03 0:00:00,C,Futuro,WINM17,24,168,-168,23.04
Xp,799578,2017-05-03 0:00:00,V,Futuro,WINM17,-24,408,408,23.04
Xp,799578,2017-05-03 0:00:00,V,Futuro,WINM17,-6,102,102,30
Xp,8776236,2017-05-04 0:00:00,C,Vista,GOLL4,1000,10.5,-10500,12.9666666666667
Xp,8776236,2017-05-04 0:00:00,V,Vista,GOLL4,-1000,10.5,10500,12.9666666666667
Xp,8776236,2017-05-04 0:00:00,V,Vista,KROT3,-200,15.2,3040,12.9666666666667
Xp,807383,2017-05-04 0:00:00,C,Futuro,WINM17,4,258.4,-258.4,3.84
Xp,807383,2017-05-04 0:00:00,C,Futuro,WINM17,3,193.8,-193.8,2.88
Xp,807383,2017-05-04 0:00:00,C,Futuro,WINM17,3,193.8,-193.8,2.88
Xp,807383,2017-05-04 0:00:00,C,Futuro,WINM17,2,129.2,-129.2,1.92
Xp,807383,2017-05-04 0:00:00,C,Futuro,WINM17,1,64.6,-64.6,0.96
Xp,807383,2017-05-04 0:00:00,C,Futuro,WINM17,3,193.8,-193.8,2.88
Xp,807383,2017-05-04 0:00:00,C,Futuro,WINM17,6,387.6,-387.6,5.76
Xp,807383,2017-05-04 0:00:00,C,Futuro,WINM17,2,129.2,-129.2,1.92
Xp,807383,2017-05-04 0:00:00,C,Futuro,WINM17,1,71.6,-71.6,0.96
Xp,807383,2017-05-04 0:00:00,C,Futuro,WINM17,30,798,-798,28.8
Xp,807383,2017-05-04 0:00:00,C,Futuro,WINM17,6,387.6,-387.6,5.76
Xp,807383,2017-05-04 0:00:00,V,Futuro,WINM17,-1,43.6,43.6,0.96
Xp,807383,2017-05-04 0:00:00,V,Futuro,WINM17,-1,43.6,43.6,0.96
Xp,807383,2017-05-04 0:00:00,V,Futuro,WINM17,-30,1668,1668,28.8
Xp,807383,2017-05-04 0:00:00,V,Futuro,WINM17,-2,89.2,89.2,1.92
Xp,807383,2017-05-04 0:00:00,V,Futuro,WINM17,-5,223,223,4.8
Xp,807383,2017-05-04 0:00:00,V,Futuro,WINM17,-3,133.8,133.8,2.88
Xp,807383,2017-05-04 0:00:00,V,Futuro,WINM17,-10,446,446,9.6
Xp,807383,2017-05-04 0:00:00,V,Futuro,WINM17,-1,44.6,44.6,0.96
Xp,807383,2017-05-04 0:00:00,V,Futuro,WINM17,-5,223,223,4.8
Xp,807383,2017-05-04 0:00:00,V,Futuro,WINM17,-1,43.6,43.6,0.96
Xp,807383,2017-05-04 0:00:00,V,Futuro,WINM17,-2,87.2,87.2,1.92
